name,state_name,fips,land_use,r_avg,k_avg,ls_avg,c_avg,p_avg
Pershing,Nevada,32027,pastureland,15,0.41,0.321,0.04,1
Pershing,Nevada,32027,rangeland,15,0.26,0.96,0.17,1
Storey,Nevada,32029,cropland-noncultivated,17,0.15,0.215,0.02,1
Storey,Nevada,32029,pastureland,14.5,0.24,0.247,0,1
Storey,Nevada,32029,rangeland,18.24,0.18,6.553,0.07,1
Storey,Nevada,32029,forest,20,0.26,,,
Washoe,Nevada,32031,cropland-cultivated,18.08,0.32,0.274,0.08,1
Washoe,Nevada,32031,cropland-noncultivated,16.93,0.3,0.499,0.04,1
Washoe,Nevada,32031,pastureland,25.96,0.3,0.318,0.01,1
Washoe,Nevada,32031,rangeland,18.93,0.22,4.381,0.11,1
Washoe,Nevada,32031,forest,63.21,0.15,,,
White Pine,Nevada,32033,cropland-noncultivated,20.68,0.45,0.251,0.02,1
White Pine,Nevada,32033,pastureland,20.05,0.42,0.199,0.02,1
White Pine,Nevada,32033,rangeland,20.49,0.28,0.398,0.16,1
White Pine,Nevada,32033,forest,23.27,0.22,,,
Carson City,Nevada,32510,cropland-noncultivated,40,0.15,0.158,0,1
Carson City,Nevada,32510,pastureland,40,0.16,1.351,0.02,1
Carson City,Nevada,32510,rangeland,40,0.21,7.271,0.11,1
Carson City,Nevada,32510,forest,40,0.17,,,
Belknap,New Hampshire,33001,cropland-cultivated,110,0.2,0.338,0.02,1
Belknap,New Hampshire,33001,cropland-noncultivated,110,0.26,0.895,0.03,0.92
Belknap,New Hampshire,33001,pastureland,110,0.23,0.828,0.01,1
Belknap,New Hampshire,33001,forest,110,0.21,,,
Carroll,New Hampshire,33003,cropland-noncultivated,105,0.18,0.274,0.03,1
Carroll,New Hampshire,33003,pastureland,105,0.17,0.138,0.02,1
Carroll,New Hampshire,33003,forest,104.94,0.18,,,
Cheshire,New Hampshire,33005,cropland-cultivated,130,0.36,0.245,0.35,1
Cheshire,New Hampshire,33005,cropland-noncultivated,130,0.31,1.442,0.01,0.92
Cheshire,New Hampshire,33005,pastureland,130,0.28,1.637,0,1
Cheshire,New Hampshire,33005,forest,130,0.23,,,
Coos,New Hampshire,33007,cropland-noncultivated,95,0.25,0.584,0.01,1
Coos,New Hampshire,33007,pastureland,95,0.21,0.454,0,1
Coos,New Hampshire,33007,forest,95,0.24,,,
Grafton,New Hampshire,33009,cropland-cultivated,100,0.36,0.241,0.31,1
Grafton,New Hampshire,33009,cropland-noncultivated,100,0.29,0.519,0.01,1
Grafton,New Hampshire,33009,pastureland,100,0.22,1.155,0.01,1
Grafton,New Hampshire,33009,forest,100,0.2,,,
Hillsborough,New Hampshire,33011,cropland-cultivated,125,0.18,0.151,0.48,1
Hillsborough,New Hampshire,33011,cropland-noncultivated,125,0.23,1.013,0.02,1
Hillsborough,New Hampshire,33011,pastureland,125,0.33,0.647,0.03,1
Hillsborough,New Hampshire,33011,forest,125,0.2,,,
Merrimack,New Hampshire,33013,cropland-cultivated,115,0.22,0.369,0.26,0.81
Merrimack,New Hampshire,33013,cropland-noncultivated,115,0.24,0.806,0.05,0.96
Merrimack,New Hampshire,33013,pastureland,115,0.21,1.514,0.01,1
Merrimack,New Hampshire,33013,forest,114.93,0.18,,,
Rockingham,New Hampshire,33015,cropland-cultivated,120,0.24,0.163,0.42,1
Rockingham,New Hampshire,33015,cropland-noncultivated,120,0.21,0.505,0.01,1
Rockingham,New Hampshire,33015,pastureland,120,0.24,0.331,0,1
Rockingham,New Hampshire,33015,forest,120,0.22,,,
Strafford,New Hampshire,33017,cropland-cultivated,115,0.26,0.287,0.45,1
Strafford,New Hampshire,33017,cropland-noncultivated,115,0.28,0.544,0.01,1
Strafford,New Hampshire,33017,pastureland,115,0.24,1.024,0,1
Strafford,New Hampshire,33017,forest,115,0.21,,,
Sullivan,New Hampshire,33019,cropland-cultivated,115,0.39,0.218,0.45,1
Sullivan,New Hampshire,33019,cropland-noncultivated,115,0.27,1.312,0.01,1
Sullivan,New Hampshire,33019,pastureland,115,0.28,1.345,0.02,1
Sullivan,New Hampshire,33019,forest,114.96,0.23,,,
Atlantic,New Jersey,34001,cropland-cultivated,200,0.29,0.139,0.2,1
Atlantic,New Jersey,34001,cropland-noncultivated,200,0.22,0.131,0.1,1
Atlantic,New Jersey,34001,pastureland,200,0.17,0.08,0,1
Atlantic,New Jersey,34001,forest,200,0.19,,,
Bergen,New Jersey,34003,pastureland,175,0.26,0.583,0.03,1
Bergen,New Jersey,34003,forest,175,0.25,,,
Burlington,New Jersey,34005,cropland-cultivated,200,0.31,0.167,0.23,0.99
Burlington,New Jersey,34005,cropland-noncultivated,200,0.24,0.159,0.01,1
Burlington,New Jersey,34005,pastureland,200,0.27,0.141,0.01,1
Burlington,New Jersey,34005,forest,200,0.18,,,
Camden,New Jersey,34007,cropland-noncultivated,200,0.3,0.15,0.11,1
Camden,New Jersey,34007,pastureland,132.5,0.32,0.136,0.01,1
Camden,New Jersey,34007,forest,200,0.21,,,
Camden,New Jersey,34007,cropland-cultivated,200,0.25,0.136,0.28,1
Cape May,New Jersey,34009,cropland-cultivated,200,0.26,0.14,0.49,1
Cape May,New Jersey,34009,cropland-noncultivated,200,0.24,0.129,0,1
Cape May,New Jersey,34009,pastureland,200,0.25,0.245,0,1
Cape May,New Jersey,34009,forest,200,0.26,,,
Cumberland,New Jersey,34011,cropland-cultivated,195,0.3,0.185,0.3,1
Cumberland,New Jersey,34011,cropland-noncultivated,195,0.35,0.189,0.02,1
Cumberland,New Jersey,34011,pastureland,195,0.34,0.182,0.01,1
Cumberland,New Jersey,34011,forest,195,0.24,,,
Essex,New Jersey,34013,pastureland,180,0.38,0.312,0.01,1
Essex,New Jersey,34013,forest,180,0.31,,,
Gloucester,New Jersey,34015,cropland-cultivated,190,0.29,0.295,0.34,1
Gloucester,New Jersey,34015,cropland-noncultivated,190,0.3,0.257,0.22,1
Gloucester,New Jersey,34015,pastureland,190,0.34,0.248,0.01,1
Gloucester,New Jersey,34015,forest,190,0.23,,,
Hunterdon,New Jersey,34019,cropland-cultivated,175.05,0.34,0.777,0.22,0.97
Hunterdon,New Jersey,34019,cropland-noncultivated,175,0.36,1.064,0.06,0.94
Hunterdon,New Jersey,34019,pastureland,175,0.35,0.958,0.02,1
Hunterdon,New Jersey,34019,forest,175.22,0.29,,,
Mercer,New Jersey,34021,cropland-cultivated,185,0.34,0.315,0.28,1
Mercer,New Jersey,34021,cropland-noncultivated,185,0.36,0.473,0.02,0.98
Mercer,New Jersey,34021,pastureland,185,0.35,0.448,0.01,1
Mercer,New Jersey,34021,forest,185,0.34,,,
Middlesex,New Jersey,34023,cropland-cultivated,190,0.28,0.252,0.38,0.99
Middlesex,New Jersey,34023,cropland-noncultivated,190,0.39,0.218,0.12,1
Middlesex,New Jersey,34023,pastureland,190,0.32,0.232,0.01,1
Middlesex,New Jersey,34023,forest,190,0.26,,,
Monmouth,New Jersey,34025,cropland-cultivated,199.33,0.29,0.426,0.32,0.97
Monmouth,New Jersey,34025,cropland-noncultivated,200,0.26,0.245,0.12,1
Monmouth,New Jersey,34025,pastureland,200,0.27,0.416,0.01,1
Monmouth,New Jersey,34025,forest,199.24,0.21,,,
Morris,New Jersey,34027,cropland-cultivated,170,0.28,0.337,0.17,1
Morris,New Jersey,34027,cropland-noncultivated,170,0.3,0.471,0.01,1
Morris,New Jersey,34027,pastureland,170,0.22,0.145,0.01,1
Morris,New Jersey,34027,forest,171.02,0.27,,,
Ocean,New Jersey,34029,cropland-cultivated,200,0.23,0.184,0.24,1
Ocean,New Jersey,34029,cropland-noncultivated,200,0.28,0.159,0.18,1
Ocean,New Jersey,34029,pastureland,200,0.2,0.214,0,1
Ocean,New Jersey,34029,forest,198.49,0.18,,,
Passaic,New Jersey,34031,pastureland,170,0.26,0.636,0.01,1
Passaic,New Jersey,34031,forest,170,0.2,,,
Salem,New Jersey,34033,cropland-cultivated,190,0.35,0.227,0.3,1
Salem,New Jersey,34033,cropland-noncultivated,190,0.41,0.187,0.02,1
Salem,New Jersey,34033,pastureland,190,0.37,0.223,0,1
Salem,New Jersey,34033,forest,190,0.28,,,
Somerset,New Jersey,34035,cropland-cultivated,185,0.33,0.452,0.29,0.96
Somerset,New Jersey,34035,cropland-noncultivated,185,0.28,0.508,0.03,1
Somerset,New Jersey,34035,pastureland,185,0.38,0.351,0.01,1
Somerset,New Jersey,34035,forest,185,0.33,,,
Sussex,New Jersey,34037,cropland-cultivated,164.29,0.25,2.284,0.16,1
Sussex,New Jersey,34037,cropland-noncultivated,164.41,0.31,3.984,0,1
Sussex,New Jersey,34037,pastureland,164.7,0.3,1.872,0.02,1
Sussex,New Jersey,34037,forest,164.59,0.25,,,
Union,New Jersey,34039,pastureland,180,0.37,0.324,0.01,1
Union,New Jersey,34039,forest,180,0.32,,,
Warren,New Jersey,34041,cropland-cultivated,170,0.3,1.072,0.2,0.99
Warren,New Jersey,34041,cropland-noncultivated,170,0.3,0.862,0.07,0.99
Warren,New Jersey,34041,pastureland,170,0.3,0.716,0.01,1
Warren,New Jersey,34041,forest,170,0.25,,,
Bernalillo,New Mexico,35001,cropland-cultivated,25,0.39,0.148,0.22,1
Bernalillo,New Mexico,35001,cropland-noncultivated,25,0.31,0.118,0.04,1
Bernalillo,New Mexico,35001,pastureland,50,0.43,0.303,0.11,1
Bernalillo,New Mexico,35001,rangeland,28.68,0.26,0.361,0.22,1
Bernalillo,New Mexico,35001,forest,42.99,0.25,,,
Catron,New Mexico,35003,cropland-cultivated,44.62,0.36,0.186,0.21,1
Catron,New Mexico,35003,rangeland,29.87,0.21,0.451,0.13,1
Catron,New Mexico,35003,forest,44.28,0.13,,,
Chaves,New Mexico,35005,cropland-cultivated,78.75,0.4,0.128,0.28,1
Chaves,New Mexico,35005,cropland-noncultivated,79.04,0.42,0.139,0.04,1
Chaves,New Mexico,35005,pastureland,80,0.32,0.152,0.03,1
Chaves,New Mexico,35005,rangeland,83.3,0.26,0.237,0.09,1
Cibola,New Mexico,35006,cropland-cultivated,25,0.25,0.38,0.22,1
Cibola,New Mexico,35006,cropland-noncultivated,25,0.31,0.243,0.02,1
Cibola,New Mexico,35006,pastureland,25,0.26,0.109,0.1,1
Cibola,New Mexico,35006,rangeland,25,0.24,0.294,0.22,1
Cibola,New Mexico,35006,forest,25,0.24,,,
Colfax,New Mexico,35007,cropland-cultivated,85.1,0.4,0.229,0.13,1
Colfax,New Mexico,35007,cropland-noncultivated,73.33,0.42,0.247,0.06,1
Colfax,New Mexico,35007,pastureland,80,0.41,0.222,0.13,1
Colfax,New Mexico,35007,rangeland,89.47,0.35,0.504,0.14,1
Colfax,New Mexico,35007,forest,89.66,0.21,,,
Curry,New Mexico,35009,cropland-cultivated,110.54,0.28,0.149,0.24,0.99
Curry,New Mexico,35009,cropland-noncultivated,125,0.32,0.179,0.18,1
Curry,New Mexico,35009,pastureland,125,0.15,0.125,0.01,1
Curry,New Mexico,35009,rangeland,112.86,0.24,0.184,0.17,1
De Baca,New Mexico,35011,cropland-cultivated,116.6,0.28,0.147,0.14,1
De Baca,New Mexico,35011,cropland-noncultivated,100,0.28,0.106,0.08,1
De Baca,New Mexico,35011,pastureland,100,0.28,0.105,0.01,1
De Baca,New Mexico,35011,rangeland,89.01,0.28,0.31,0.14,1
Dona Ana,New Mexico,35013,cropland-cultivated,30.23,0.34,0.118,0.47,1
Dona Ana,New Mexico,35013,cropland-noncultivated,28.49,0.37,0.118,0.09,1
Dona Ana,New Mexico,35013,pastureland,25,0.37,0.115,0.02,1
Dona Ana,New Mexico,35013,rangeland,39.27,0.19,0.437,0.17,1
Eddy,New Mexico,35015,cropland-cultivated,80,0.35,0.138,0.25,1
Eddy,New Mexico,35015,cropland-noncultivated,80,0.36,0.116,0.03,1
Eddy,New Mexico,35015,pastureland,80,0.55,0.097,0.05,1
Eddy,New Mexico,35015,rangeland,80.02,0.25,0.171,0.1,1
Grant,New Mexico,35017,cropland-cultivated,47.76,0.33,0.175,0.2,1
Grant,New Mexico,35017,pastureland,47,0.34,0.145,0.02,1
Grant,New Mexico,35017,rangeland,46.43,0.23,0.929,0.11,1
Grant,New Mexico,35017,forest,43.9,0.18,,,
Guadalupe,New Mexico,35019,cropland-cultivated,75,0.24,0.184,0.2,1
Guadalupe,New Mexico,35019,cropland-noncultivated,70.44,0.35,0.098,0.08,1
Guadalupe,New Mexico,35019,pastureland,68,0.36,0.139,0.07,1
Guadalupe,New Mexico,35019,rangeland,78.25,0.32,0.155,0.15,1
Harding,New Mexico,35021,cropland-cultivated,102.22,0.25,0.264,0.3,1
Harding,New Mexico,35021,rangeland,97.82,0.29,0.782,0.12,1
Harding,New Mexico,35021,forest,102.9,0.2,,,
Hidalgo,New Mexico,35023,cropland-cultivated,48.73,0.33,0.131,0.25,1
Hidalgo,New Mexico,35023,cropland-noncultivated,50,0.37,0.22,0.02,1
Hidalgo,New Mexico,35023,pastureland,50,0.37,0.083,0.15,1
Hidalgo,New Mexico,35023,rangeland,50.97,0.25,0.458,0.21,1
Lea,New Mexico,35025,cropland-cultivated,149.98,0.29,0.149,0.19,1
Lea,New Mexico,35025,cropland-noncultivated,150,0.27,0.076,0.04,1
Lea,New Mexico,35025,pastureland,149.05,0.25,0.115,0.08,1
Lea,New Mexico,35025,rangeland,116.38,0.21,0.143,0.07,1
Lincoln,New Mexico,35027,cropland-cultivated,70,0.43,0.166,0.24,1
Lincoln,New Mexico,35027,cropland-noncultivated,70,0.41,0.149,0.07,1
Lincoln,New Mexico,35027,pastureland,70,0.4,0.168,0.06,1
Lincoln,New Mexico,35027,rangeland,62.71,0.26,1.053,0.11,1
Lincoln,New Mexico,35027,forest,63.89,0.15,,,
Luna,New Mexico,35029,cropland-cultivated,40,0.36,0.143,0.42,1
Luna,New Mexico,35029,cropland-noncultivated,40,0.25,0.102,0.11,1
Luna,New Mexico,35029,rangeland,40,0.27,0.172,0.17,1
McKinley,New Mexico,35031,cropland-cultivated,25.59,0.3,0.208,0.29,1
McKinley,New Mexico,35031,cropland-noncultivated,25,0.32,0.209,0.09,1
McKinley,New Mexico,35031,pastureland,31.28,0.42,0.156,0.09,1
McKinley,New Mexico,35031,rangeland,25.03,0.3,0.315,0.23,1
McKinley,New Mexico,35031,forest,25.97,0.27,,,
Mora,New Mexico,35033,cropland-cultivated,80,0.28,0.2,0.24,1
Mora,New Mexico,35033,cropland-noncultivated,80,0.33,0.126,0.03,1
Mora,New Mexico,35033,pastureland,80,0.3,0.224,0.07,1
Mora,New Mexico,35033,rangeland,80,0.34,0.498,0.11,1
Mora,New Mexico,35033,forest,80,0.23,,,
Otero,New Mexico,35035,cropland-cultivated,57.07,0.42,0.14,0.21,1
Otero,New Mexico,35035,cropland-noncultivated,61.59,0.38,0.258,0.09,1
Otero,New Mexico,35035,pastureland,60.91,0.48,0.102,0.09,1
Otero,New Mexico,35035,rangeland,69.38,0.25,1.049,0.14,1
Otero,New Mexico,35035,forest,74.92,0.13,,,
Quay,New Mexico,35037,cropland-cultivated,115.45,0.3,0.15,0.28,0.95
Quay,New Mexico,35037,cropland-noncultivated,107.5,0.27,0.099,0.03,1
Quay,New Mexico,35037,pastureland,100.58,0.31,0.187,0.08,1
Quay,New Mexico,35037,rangeland,107.26,0.27,0.286,0.16,1
Quay,New Mexico,35037,forest,110,0.28,,,
Rio Arriba,New Mexico,35039,cropland-cultivated,25,0.4,0.303,0.19,1
Rio Arriba,New Mexico,35039,cropland-noncultivated,24.18,0.29,0.158,0.05,1
Rio Arriba,New Mexico,35039,pastureland,20.31,0.32,0.081,0.04,1
Rio Arriba,New Mexico,35039,rangeland,25.09,0.29,0.674,0.16,1
Rio Arriba,New Mexico,35039,forest,25.94,0.27,,,
Roosevelt,New Mexico,35041,cropland-cultivated,123.45,0.26,0.124,0.29,0.92
Roosevelt,New Mexico,35041,cropland-noncultivated,125,0.15,0.066,0.02,1
Roosevelt,New Mexico,35041,pastureland,125,0.16,0.094,0.03,1
Roosevelt,New Mexico,35041,rangeland,112.29,0.2,0.201,0.07,1
Sandoval,New Mexico,35043,cropland-cultivated,25,0.35,0.136,0.2,1
Sandoval,New Mexico,35043,cropland-noncultivated,25,0.35,0.113,0.03,1
Sandoval,New Mexico,35043,pastureland,25,0.37,0.193,0.07,1
Sandoval,New Mexico,35043,rangeland,25.11,0.3,0.873,0.27,1
Sandoval,New Mexico,35043,forest,52.39,0.22,,,
San Juan,New Mexico,35045,cropland-cultivated,20,0.27,0.266,0.28,1
San Juan,New Mexico,35045,cropland-noncultivated,20,0.3,0.176,0.03,1
San Juan,New Mexico,35045,pastureland,20.07,0.32,0.161,0.07,1
San Juan,New Mexico,35045,rangeland,20.7,0.31,0.265,0.22,1
San Juan,New Mexico,35045,forest,35.09,0.22,,,
San Miguel,New Mexico,35047,cropland-cultivated,75.68,0.37,0.273,0.23,1
San Miguel,New Mexico,35047,cropland-noncultivated,86.14,0.35,0.521,0.02,1
San Miguel,New Mexico,35047,pastureland,84.29,0.37,0.398,0.03,1
San Miguel,New Mexico,35047,rangeland,78.82,0.34,0.513,0.1,1
San Miguel,New Mexico,35047,forest,74.44,0.18,,,
Santa Fe,New Mexico,35049,cropland-cultivated,49.21,0.37,0.174,0.32,0.87
Santa Fe,New Mexico,35049,cropland-noncultivated,46.35,0.39,0.29,0.03,1
Santa Fe,New Mexico,35049,pastureland,40,0.31,0.128,0.05,1
Santa Fe,New Mexico,35049,rangeland,45.83,0.31,0.432,0.21,1
Santa Fe,New Mexico,35049,forest,43.05,0.24,,,
Sierra,New Mexico,35051,cropland-cultivated,40,0.36,0.126,0.41,1
Sierra,New Mexico,35051,cropland-noncultivated,40,0.52,0.115,0.02,1
Sierra,New Mexico,35051,pastureland,40,0.43,0.082,0.06,1
Sierra,New Mexico,35051,rangeland,39.54,0.17,1.14,0.16,1
Sierra,New Mexico,35051,forest,60,0.15,,,
Socorro,New Mexico,35053,cropland-cultivated,25,0.27,0.097,0.2,1
Socorro,New Mexico,35053,cropland-noncultivated,25,0.29,0.08,0.04,1
Socorro,New Mexico,35053,pastureland,25,0.29,0.059,0.01,1
Socorro,New Mexico,35053,rangeland,32.14,0.2,0.387,0.16,1
Socorro,New Mexico,35053,forest,37.83,0.16,,,
Taos,New Mexico,35055,cropland-cultivated,37,0.3,0.31,0.18,1
Taos,New Mexico,35055,cropland-noncultivated,51.83,0.34,0.224,0.04,1
Taos,New Mexico,35055,pastureland,34.51,0.32,0.087,0.05,1
Taos,New Mexico,35055,rangeland,29.5,0.34,0.14,0.13,1
Taos,New Mexico,35055,forest,52.42,0.17,,,
Torrance,New Mexico,35057,cropland-cultivated,46.3,0.44,0.173,0.31,1
Torrance,New Mexico,35057,cropland-noncultivated,45.25,0.48,0.145,0.02,1
Torrance,New Mexico,35057,pastureland,50,0.37,0.085,0.01,1
Torrance,New Mexico,35057,rangeland,49.48,0.33,0.203,0.14,1
Torrance,New Mexico,35057,forest,53.88,0.25,,,
Union,New Mexico,35059,cropland-cultivated,123.31,0.26,0.203,0.2,1
Union,New Mexico,35059,cropland-noncultivated,119.44,0.29,0.186,0.05,1
Union,New Mexico,35059,pastureland,113.89,0.33,0.201,0.03,1
Union,New Mexico,35059,rangeland,113.18,0.29,0.35,0.13,1
Union,New Mexico,35059,forest,103.85,0.21,,,
Valencia,New Mexico,35061,cropland-cultivated,25,0.32,0.104,0.22,1
Valencia,New Mexico,35061,cropland-noncultivated,25,0.32,0.107,0.07,1
Valencia,New Mexico,35061,pastureland,25,0.32,0.112,0.03,1
Valencia,New Mexico,35061,rangeland,25,0.21,0.474,0.19,1
Albany,New York,36001,cropland-cultivated,120,0.41,0.684,0.31,1
Albany,New York,36001,cropland-noncultivated,120,0.38,1.126,0.02,1
Albany,New York,36001,pastureland,120,0.32,1.303,0,1
Albany,New York,36001,forest,120,0.31,,,
Allegany,New York,36003,cropland-cultivated,90,0.31,0.616,0.17,0.98
Allegany,New York,36003,cropland-noncultivated,90,0.28,0.956,0.02,0.99
Allegany,New York,36003,pastureland,90,0.3,1.633,0.03,1
Allegany,New York,36003,forest,90,0.3,,,
Broome,New York,36007,cropland-cultivated,100,0.28,1.147,0.18,1
Broome,New York,36007,cropland-noncultivated,100.9,0.27,1.275,0.05,1
Broome,New York,36007,pastureland,101.45,0.26,1.584,0,1
Broome,New York,36007,forest,102.4,0.24,,,
Cattaraugus,New York,36009,cropland-cultivated,100,0.33,0.513,0.17,0.93
Cattaraugus,New York,36009,cropland-noncultivated,100,0.32,0.651,0.04,1
Cattaraugus,New York,36009,pastureland,100,0.32,1.088,0.01,1
Cattaraugus,New York,36009,forest,100,0.32,,,
Cayuga,New York,36011,cropland-cultivated,83.3,0.32,0.74,0.21,0.94
Cayuga,New York,36011,cropland-noncultivated,83.29,0.32,0.839,0.14,0.98
Cayuga,New York,36011,pastureland,82.2,0.29,1.33,0.01,1
Cayuga,New York,36011,forest,82.55,0.3,,,
Chautauqua,New York,36013,cropland-cultivated,107.36,0.32,0.476,0.19,0.88
Chautauqua,New York,36013,cropland-noncultivated,104.97,0.33,0.565,0.09,0.97
Chautauqua,New York,36013,pastureland,108.96,0.33,0.691,0.01,1
Chautauqua,New York,36013,forest,107.36,0.35,,,
Chemung,New York,36015,cropland-cultivated,95,0.37,0.504,0.28,1
Chemung,New York,36015,cropland-noncultivated,95,0.25,1.145,0.06,0.97
Chemung,New York,36015,pastureland,95.35,0.27,1.291,0.02,1
Chemung,New York,36015,forest,95.21,0.24,,,
Chenango,New York,36017,cropland-cultivated,95,0.32,0.581,0.3,1
Chenango,New York,36017,cropland-noncultivated,95,0.26,1.262,0.02,0.99
Chenango,New York,36017,pastureland,95,0.27,1.589,0.01,1
Chenango,New York,36017,forest,95,0.24,,,
Clinton,New York,36019,cropland-cultivated,75,0.26,0.421,0.3,0.92
Clinton,New York,36019,cropland-noncultivated,76.25,0.26,0.406,0.02,0.94
Clinton,New York,36019,pastureland,76.73,0.26,0.638,0.01,1
Clinton,New York,36019,forest,79.99,0.2,,,
Columbia,New York,36021,cropland-cultivated,130,0.3,0.929,0.2,0.95
Columbia,New York,36021,cropland-noncultivated,130,0.29,1.415,0.03,0.99
Columbia,New York,36021,pastureland,130,0.31,1.746,0.01,1
Columbia,New York,36021,forest,130,0.28,,,
Cortland,New York,36023,cropland-cultivated,90,0.25,0.814,0.18,0.91
Cortland,New York,36023,cropland-noncultivated,90,0.25,1.223,0.09,0.95
Cortland,New York,36023,pastureland,90,0.26,1.357,0.01,1
Cortland,New York,36023,forest,90,0.23,,,
Delaware,New York,36025,cropland-cultivated,116.05,0.28,0.45,0.23,1
Delaware,New York,36025,cropland-noncultivated,113.27,0.26,1.241,0.04,1
Delaware,New York,36025,pastureland,115.15,0.27,2.644,0.01,1
Delaware,New York,36025,forest,116.73,0.23,,,
Dutchess,New York,36027,cropland-cultivated,143.96,0.31,1.247,0.31,0.84
Dutchess,New York,36027,cropland-noncultivated,145.36,0.27,0.666,0.04,0.94
Dutchess,New York,36027,pastureland,145.51,0.3,0.783,0.01,1
Dutchess,New York,36027,forest,145.15,0.26,,,
Erie,New York,36029,cropland-cultivated,82.68,0.31,0.244,0.22,0.99
Erie,New York,36029,cropland-noncultivated,82.4,0.35,0.417,0.08,0.99
Erie,New York,36029,pastureland,82.42,0.39,0.32,0.01,1
Erie,New York,36029,forest,83.69,0.35,,,
Essex,New York,36031,cropland-cultivated,90,0.49,2.428,0.12,1
Essex,New York,36031,cropland-noncultivated,90,0.38,0.67,0.09,1
Essex,New York,36031,pastureland,90,0.26,0.29,0.01,1
Essex,New York,36031,forest,90,0.19,,,
Franklin,New York,36033,cropland-cultivated,82.94,0.23,0.569,0.34,1
Franklin,New York,36033,cropland-noncultivated,80.64,0.21,0.62,0.02,1
Franklin,New York,36033,pastureland,82.79,0.2,0.722,0.01,1
Franklin,New York,36033,forest,87.76,0.2,,,
Fulton,New York,36035,cropland-cultivated,110,0.35,2.176,0.15,1
Fulton,New York,36035,cropland-noncultivated,110,0.34,0.562,0.04,1
Fulton,New York,36035,pastureland,110,0.31,0.331,0,1
Fulton,New York,36035,forest,110,0.32,,,
Genesee,New York,36037,cropland-cultivated,77.05,0.34,0.4,0.3,0.97
Genesee,New York,36037,cropland-noncultivated,78.06,0.37,0.549,0.12,0.97
Genesee,New York,36037,pastureland,79.47,0.34,0.725,0.01,1
Genesee,New York,36037,forest,78.09,0.35,,,
Greene,New York,36039,cropland-cultivated,130,0.39,0.553,0.13,1
Greene,New York,36039,cropland-noncultivated,130,0.31,0.941,0.03,1
Greene,New York,36039,pastureland,130,0.26,1.814,0.01,1
Greene,New York,36039,forest,130,0.22,,,
Hamilton,New York,36041,forest,100,0.23,,,
Herkimer,New York,36043,cropland-cultivated,110,0.33,0.772,0.15,0.9
Herkimer,New York,36043,cropland-noncultivated,110,0.33,1.24,0.05,0.93
Herkimer,New York,36043,pastureland,110,0.32,0.86,0.01,1
Herkimer,New York,36043,forest,110,0.23,,,
Jefferson,New York,36045,cropland-cultivated,80.71,0.39,0.635,0.17,1
Jefferson,New York,36045,cropland-noncultivated,80.52,0.4,0.456,0.01,1
Jefferson,New York,36045,pastureland,81,0.37,0.764,0.01,1
Jefferson,New York,36045,forest,81.9,0.32,,,
Lewis,New York,36049,cropland-cultivated,100,0.31,0.363,0.15,1
Lewis,New York,36049,cropland-noncultivated,100,0.31,0.64,0.04,0.99
Lewis,New York,36049,pastureland,100,0.29,0.494,0.01,1
Lewis,New York,36049,forest,100,0.22,,,
Livingston,New York,36051,cropland-cultivated,82.18,0.37,0.507,0.29,0.99
Livingston,New York,36051,cropland-noncultivated,83.91,0.3,1.299,0.06,0.96
Livingston,New York,36051,pastureland,83.11,0.32,1.284,0.02,1
Livingston,New York,36051,forest,83.91,0.33,,,
Madison,New York,36053,cropland-cultivated,90,0.32,1.022,0.19,0.95
Madison,New York,36053,cropland-noncultivated,90,0.3,1.056,0.05,0.98
Madison,New York,36053,pastureland,90,0.31,1.129,0,1
Madison,New York,36053,forest,90,0.27,,,
Monroe,New York,36055,cropland-cultivated,78.34,0.36,0.567,0.28,0.87
Monroe,New York,36055,cropland-noncultivated,77.97,0.37,0.482,0.08,0.89
Monroe,New York,36055,pastureland,79.2,0.36,0.379,0.01,1
Monroe,New York,36055,forest,77.8,0.35,,,
Montgomery,New York,36057,cropland-cultivated,115,0.35,1.068,0.31,0.96
Montgomery,New York,36057,cropland-noncultivated,115.24,0.35,0.963,0.02,0.97
Montgomery,New York,36057,pastureland,115.3,0.34,1.055,0.02,1
Montgomery,New York,36057,forest,115,0.31,,,
Nassau,New York,36059,pastureland,180,0.32,0.277,0.01,1
Nassau,New York,36059,forest,180,0.23,,,
Niagara,New York,36063,cropland-cultivated,75,0.37,0.199,0.24,1
Niagara,New York,36063,cropland-noncultivated,75,0.41,0.315,0.07,1
Niagara,New York,36063,pastureland,75,0.33,0.242,0.01,1
Niagara,New York,36063,forest,75,0.37,,,
Oneida,New York,36065,cropland-cultivated,100,0.3,0.553,0.28,0.92
Oneida,New York,36065,cropland-noncultivated,100,0.3,0.659,0.02,1
Oneida,New York,36065,pastureland,100,0.33,0.452,0.01,1
Oneida,New York,36065,forest,100,0.28,,,
Onondaga,New York,36067,cropland-cultivated,83.65,0.29,0.856,0.22,0.98
Onondaga,New York,36067,cropland-noncultivated,83.64,0.32,0.605,0.03,0.96
Onondaga,New York,36067,pastureland,83.92,0.34,0.768,0,1
Onondaga,New York,36067,forest,83.6,0.34,,,
Ontario,New York,36069,cropland-cultivated,80.61,0.34,0.48,0.22,0.95
Ontario,New York,36069,cropland-noncultivated,80.33,0.35,0.634,0.07,0.95
Ontario,New York,36069,pastureland,81.05,0.38,1.562,0.03,1
